Date,FR10,FRB0,FRC1,FRC2,FRD1,FRD2,FRE1,FRE2,FRF1,FRF2,FRF3,FRG0,FRH0,FRI1,FRI2,FRI3,FRJ1,FRJ2,FRK1,FRK2,FRL0
2015-01-18,283.768855,283.847659583333,282.181315833333,280.157512083333,284.461446666667,284.074335416667,283.5814325,283.40469375,281.152787083333,282.309900416667,281.282844166667,284.960148333333,285.502716666667,284.166679583333,281.79641875,284.32594,282.195327083333,282.133043333333,280.458385,278.4633475,279.3777725
2015-01-19,284.862142083333,285.056751666667,285.04041,284.209827083333,283.72641875,283.818565833333,283.642355833333,284.163959583333,285.334287916667,284.597941666667,284.33505375,284.832414166667,283.999542916667,284.281704166667,283.285685416667,285.160464583333,283.815967083333,282.506299166667,283.213779166667,282.779217083333,282.489549583333
2015-01-20,279.272724583333,279.543969166667,278.9704675,277.708360833333,279.964504166667,279.696732083333,279.277087916667,279.195142083333,277.836134166667,278.119488333333,277.261780833333,280.214112916667,280.73799,281.37830125,278.52870125,280.372910833333,280.470034166667,279.553169166667,277.668071666667,277.461515,279.246237916667
2015-01-21,280.094946666667,279.06101875,276.829094166667,276.617825416667,282.658864583333,282.228287916667,281.900439583333,281.012827083333,277.59305125,278.399989583333,277.743914166667,282.52654875,283.974235416667,278.293827083333,276.667232083333,278.550260416667,277.419653333333,276.756619166667,275.756277083333,273.642194583333,276.211895833333
2015-01-22,281.713259583333,281.90379625,281.045659166667,281.316948333333,282.1310325,282.233877916667,282.025677083333,281.860765416667,280.784684166667,281.029315,280.808460833333,283.1420375,282.357551666667,282.5491,280.84890875,281.882152083333,279.513984166667,279.62628125,280.181896666667,276.776102083333,276.964855416667
2015-01-23,279.787732916667,281.15092,280.942753333333,279.989960833333,279.808327916667,279.015115833333,277.99591875,278.463007916667,279.624572916667,278.971047083333,278.367915416667,281.560069583333,280.968049583333,282.881322916667,280.510227916667,282.349277083333,280.366372083333,280.558858333333,279.88179,278.0898675,277.588357916667
2015-01-24,282.06824,282.4424325,282.272407916667,281.461794583333,281.479244583333,281.5762625,281.42652375,281.59494375,280.262377083333,281.50595375,280.771097916667,282.148458333333,281.51022625,282.504894166667,281.205212916667,282.328817083333,280.505737916667,280.1735325,280.92201625,277.851342916667,278.246076666667
2015-01-25,278.627910416667,278.941082083333,279.252645416667,279.465897916667,277.382974583333,277.54522625,278.321522083333,278.250425416667,278.784303333333,277.78563,277.496825,278.262690833333,278.086135833333,280.29678625,278.737255416667,279.237751666667,280.279769583333,278.656832083333,278.396802916667,278.800817083333,280.91377375
2015-01-26,275.460603333333,275.588208333333,276.017630833333,275.165279166667,275.717695833333,275.56388125,275.35652,275.08245125,275.800843333333,275.577487916667,275.359067916667,275.8022275,276.28269625,278.112105,275.71533375,276.410637083333,276.917787916667,276.0352975,274.770232916667,273.6910925,275.85974125
2015-01-27,275.42449125,275.499315833333,273.395725,271.51429375,276.130527916667,275.822992916667,276.03149375,275.738877916667,273.076297083333,273.651917916667,272.967223333333,276.900192916667,277.104562916667,277.829484583333,274.932896666667,277.40103625,274.96322,275.337184583333,273.031282916667,270.232454583333,272.459833333333
2015-01-28,274.248035,274.776190416667,274.098162083333,273.267552083333,275.504670833333,275.114016666667,274.694535,274.183512916667,273.362078333333,272.385870833333,272.346104583333,275.6764625,275.71902,277.6971475,275.13316125,276.225927083333,276.390119166667,276.2536225,274.029082916667,272.869803333333,274.867342916667
2015-01-29,272.843495833333,273.644124583333,273.575489583333,273.623380833333,273.451936666667,272.994815416667,273.072776666667,272.856404583333,273.369430416667,272.887295,272.459003333333,273.48971875,275.19689375,274.963495416667,273.801738333333,273.97118,275.393715416667,273.92325125,273.321992916667,273.046459166667,275.294180416667
2015-01-30,273.828107083333,274.650754166667,274.35291375,274.328811666667,274.450384583333,274.06714,273.147980416667,273.318786666667,273.49673625,273.45429125,273.045908333333,275.28077125,276.31868375,276.45076875,273.888773333333,275.626594583333,274.565764583333,273.868214583333,273.323045,272.57500875,274.711754166667
2015-01-31,273.2533375,273.867365,274.2898075,273.6810925,273.44238875,272.898630416667,272.246687083333,272.288017083333,273.429993333333,273.413219583333,273.283312083333,273.775243333333,275.437325416667,277.0426475,273.4391775,274.381436666667,275.708395833333,275.35358375,273.54937875,272.9410275,274.5640975
2015-02-01,272.85645375,272.908407083333,274.02533625,273.696314583333,273.403744583333,272.255800416667,272.46792625,272.576316666667,273.600845416667,273.46582875,273.640859166667,272.92206125,275.02871375,274.53492625,272.251152916667,273.02286375,275.121699166667,273.585807083333,272.095994166667,272.11858,274.09686625
2015-02-02,274.761964166667,274.283764583333,273.53730375,272.865164166667,276.889702083333,276.358564166667,275.931827083333,275.1252475,273.414400833333,273.448244166667,272.886114166667,276.20609875,279.008710416667,274.90780625,272.028674583333,274.152739166667,275.433783333333,273.333502916667,271.846650416667,271.657647083333,274.41699
2015-02-03,275.267507083333,275.064674166667,274.682240416667,273.12097,276.9302375,276.652069166667,276.636851666667,275.7571625,273.55586625,274.335754583333,273.331969583333,275.565342083333,277.855450416667,275.400049583333,273.61823375,274.657445416667,275.718584583333,274.31772625,272.700072083333,272.0528875,273.9029375
2015-02-04,279.042895,278.178500416667,275.786609583333,272.771665833333,280.373343333333,280.438011666667,280.066745416667,279.5131975,273.559432916667,276.708597083333,274.451135416667,279.777434583333,281.3916225,277.29436125,275.40412625,278.2397275,276.412853333333,275.0052325,274.461483333333,271.295263333333,272.406915416667
2015-02-05,277.257612916667,278.0532625,276.583905833333,274.542799166667,278.904304583333,278.3185425,277.62061125,276.92231625,275.146409583333,276.096085416667,275.1349025,279.127600416667,280.049853333333,279.9029875,276.80120625,279.169043333333,277.971006666667,277.6376625,275.193589166667,273.607886666667,274.354312916667
2015-02-06,278.7895475,279.514312083333,277.484769583333,274.49468375,279.7922175,279.356945,278.852372916667,278.48682875,275.692186666667,277.508876666667,276.098010833333,280.963225833333,281.3492725,280.419974166667,277.462290416667,280.845205416667,277.86104,277.712162083333,276.219185,273.076363333333,273.66535625
2015-02-07,277.460534583333,278.66342875,277.46618875,275.87575625,277.647311666667,276.987025,276.574470416667,276.55632625,275.949901666667,276.367020833333,275.153830833333,279.577306666667,279.173625416667,282.70329375,278.485779583333,280.983531666667,279.80552375,280.618197916667,277.071237916667,275.1802125,275.94852875
2015-02-08,275.126583333333,276.082322916667,275.200617916667,273.85916875,277.058010416667,276.138108333333,275.203302916667,274.981762083333,274.430696666667,274.322834166667,273.768564583333,277.804353333333,278.2962425,279.670828333333,275.281752916667,278.346814166667,277.181016666667,277.166937916667,274.216161666667,272.88685625,274.011237916667
