Date,TA_mean
2015-01-01,273.07513055555546
2015-01-02,276.43680015873025
2015-01-03,279.9284470833333
2015-01-04,279.27755172619044
2015-01-05,275.2796899404763
2015-01-06,274.9090701388889
2015-01-07,276.6578403174602
2015-01-08,279.9266593849206
2015-01-09,282.5525029166666
2015-01-10,284.0548732142858
2015-01-11,279.1655921825396
2015-01-12,278.75900013888884
2015-01-13,280.98554027777783
2015-01-14,279.94626027777775
2015-01-15,281.1551234920635
2015-01-16,278.7391932341269
2015-01-17,275.7279438492064
2015-01-18,274.735490734127
2015-01-19,274.7067818055556
2015-01-20,273.6752751587302
2015-01-21,274.22624728174605
2015-01-22,273.9183887896825
2015-01-23,273.317928452381
2015-01-24,274.4045190277778
2015-01-25,274.8154300992063
2015-01-26,276.78948353174604
2015-01-27,277.06647148809526
2015-01-28,277.8878488690476
2015-01-29,277.82138251984134
2015-01-30,275.7635320833334
2015-01-31,275.2008790277779
2015-02-01,275.01369085317464
2015-02-02,274.0321957341269
2015-02-03,272.4889705753967
2015-02-04,272.99886761904764
2015-02-05,272.5946580952379
2015-02-06,272.27121553571425
2015-02-07,273.05881371031745
2015-02-08,275.07589821428564
2015-02-09,274.72063930555566
2015-02-10,275.542261547619
2015-02-11,275.65018281746023
2015-02-12,276.1594832539683
2015-02-13,278.75681333333324
2015-02-14,279.0162945634921
2015-02-15,277.8305829761904
2015-02-16,276.68126442460317
2015-02-17,277.375920376984
2015-02-18,276.04839569444454
2015-02-19,276.28806630952374
2015-02-20,278.9699238095237
2015-02-21,276.86762892857126
2015-02-22,275.9566415079366
2015-02-23,278.77413240079375
2015-02-24,277.71222819444444
2015-02-25,278.48872339285714
2015-02-26,280.34417057539696
2015-02-27,277.926751031746
2015-02-28,277.6278206944445
2015-03-01,282.1402859920635
2015-03-02,281.3223442857142
2015-03-03,279.7873005952381
2015-03-04,277.7588267460318
2015-03-05,277.3458360912699
2015-03-06,278.1859136507936
2015-03-07,279.9877072420634
2015-03-08,281.17151611111103
2015-03-09,281.2576410515873
2015-03-10,281.69935218253966
2015-03-11,282.3793716666666
2015-03-12,281.1680646825396
2015-03-13,279.40683533730163
2015-03-14,278.22782988095247
2015-03-15,278.0120401587302
2015-03-16,279.53563712301593
2015-03-17,281.73563291666665
2015-03-18,283.0433385912699
2015-03-19,281.21741146825383
2015-03-20,280.8983034523809
2015-03-21,280.0400838690476
2015-03-22,279.1615352777779
2015-03-23,280.10387335317455
2015-03-24,279.86115200396824
2015-03-25,278.166175218254
2015-03-26,278.85519595238094
2015-03-27,280.8433303373016
2015-03-28,282.63784998015865
2015-03-29,283.69463168650793
2015-03-30,284.0086701388889
2015-03-31,284.0908162698411
2015-04-01,280.66220630952375
2015-04-02,281.0331848809524
2015-04-03,281.42145988095245
2015-04-04,280.9874607142857
2015-04-05,279.1174029960316
2015-04-06,279.94467045634923
2015-04-07,281.4288221031747
2015-04-08,282.77526831349195
2015-04-09,284.9841317857142
2015-04-10,285.84110950396837
2015-04-11,284.5313908333334
2015-04-12,285.1813117857143
2015-04-13,286.69027275793655
2015-04-14,288.78117132936507
2015-04-15,289.7063259325397
2015-04-16,287.92797791666663
2015-04-17,285.7131875396825
2015-04-18,284.55996222222217
2015-04-19,283.5771045238095
2015-04-20,285.59569440476196
2015-04-21,287.0651412301587
2015-04-22,287.1562607738095
2015-04-23,286.24793248015857
2015-04-24,286.72812113095233
2015-04-25,286.9062551388889
2015-04-26,286.29859857142856
2015-04-27,283.970732420635
2015-04-28,281.7870482936507
2015-04-29,282.4991562698413
2015-04-30,283.61479374999993
2015-05-01,284.718069325397
2015-05-02,286.1969653174603
2015-05-03,288.8089252579365
2015-05-04,289.73077813492057
2015-05-05,288.80867105158734
2015-05-06,285.61626184523817
2015-05-07,285.50532251984123
2015-05-08,287.1075396825398
2015-05-09,288.0671772619048
2015-05-10,289.0167565674603
2015-05-11,291.3575317460317
2015-05-12,290.44890486111103
2015-05-13,290.0291762103175
2015-05-14,286.8753013690476
2015-05-15,283.8024254761905
2015-05-16,285.6931984325397
2015-05-17,286.93125694444456
2015-05-18,286.899832063492
2015-05-19,284.22465474206354
2015-05-20,282.7912411309524
2015-05-21,283.83201587301585
2015-05-22,285.7640922222222
2015-05-23,287.515925218254
2015-05-24,288.3627213492063
2015-05-25,287.6131249007937
2015-05-26,286.3017241468254
2015-05-27,287.04384543650787
2015-05-28,287.7895222420634
2015-05-29,287.59473206349213
2015-05-30,287.37000938492065
2015-05-31,288.42571404761895
2015-06-01,287.69170101190474
2015-06-02,290.7789406150793
2015-06-03,290.95550831349215
2015-06-04,293.5607531547619
2015-06-05,295.4221223214287
2015-06-06,291.5569863492064
2015-06-07,291.15129113095236
2015-06-08,290.3711525198414
2015-06-09,289.00971773809516
2015-06-10,289.75754484126986
2015-06-11,293.4871135119048
2015-06-12,291.8682296626984
2015-06-13,290.9669052777778
2015-06-14,290.11906339285713
2015-06-15,289.6420471230159
2015-06-16,289.28088749999995
2015-06-17,289.91137373015863
2015-06-18,290.13114033730153
2015-06-19,289.4824801388888
2015-06-20,289.5930191865079
2015-06-21,290.790560376984
2015-06-22,290.00603259920626
2015-06-23,288.5826334126984
2015-06-24,289.9889500396825
2015-06-25,292.597897559524
2015-06-26,294.2993208531748
2015-06-27,292.83201033730165
2015-06-28,293.5716051984126
2015-06-29,294.5934216468254
2015-06-30,297.7055118849206
2015-07-01,299.1858156746031
2015-07-02,297.3830447420634
2015-07-03,298.8577135912698
2015-07-04,298.5473179960318
2015-07-05,296.0155846428571
2015-07-06,296.10261950396824
2015-07-07,295.8663781547618
2015-07-08,291.33291609126985
2015-07-09,291.1231373412699
2015-07-10,293.8519870436508
2015-07-11,294.4023677182539
2015-07-12,292.7534097420636
2015-07-13,293.53177625
2015-07-14,293.88022438492067
2015-07-15,295.54918420634925
2015-07-16,298.2588927777777
2015-07-17,297.04666279761904
2015-07-18,295.23420396825395
2015-07-19,294.7357280357143
2015-07-20,295.58723815476196
2015-07-21,296.7532236507937
2015-07-22,294.9170166468254
2015-07-23,293.6018344246031
2015-07-24,294.1913079563493
2015-07-25,290.95484202380936
2015-07-26,289.5452848412698
2015-07-27,291.67339460317464
2015-07-28,290.06475494047606
2015-07-29,289.3223702976191
2015-07-30,288.8154658333333
2015-07-31,289.5587146428573
2015-08-01,290.92636702380946
2015-08-02,293.68731722222225
2015-08-03,296.69475162698416
2015-08-04,293.01102474206357
2015-08-05,295.13810650793647
2015-08-06,296.3033678769842
2015-08-07,296.3404819444445
2015-08-08,293.42968920634917
2015-08-09,292.15620710317467
2015-08-10,293.10070113095225
2015-08-11,294.92092351190473
2015-08-12,297.34246505952393
2015-08-13,294.7182992261905
2015-08-14,291.3126265873016
2015-08-15,289.2457350198412
2015-08-16,288.993556765873
2015-08-17,289.5257220436509
2015-08-18,289.42083906746024
2015-08-19,290.36884390873007
2015-08-20,291.6825559126985
2015-08-21,293.9703238095238
2015-08-22,294.77425581349206
2015-08-23,291.2245343055555
2015-08-24,289.67376644841266
2015-08-25,289.5585781944444
2015-08-26,293.25467515873015
2015-08-27,292.05757984126984
2015-08-28,292.73491198412694
2015-08-29,295.4416515674604
2015-08-30,296.892642063492
2015-08-31,295.0395704166668
2015-09-01,290.55387726190463
2015-09-02,288.51672043650785
2015-09-03,287.7528579960318
2015-09-04,286.9872242658729
2015-09-05,286.74712251984124
2015-09-06,286.33383730158727
2015-09-07,286.5688235714286
2015-09-08,287.7797094444445
2015-09-09,289.09586825396826
2015-09-10,289.1506395039682
2015-09-11,289.55508466269845
2015-09-12,289.77042517857143
2015-09-13,288.84720990079376
2015-09-14,287.790255297619
2015-09-15,287.48016779761906
2015-09-16,290.6615154761904
2015-09-17,288.0049079563492
2015-09-18,287.1291955952382
2015-09-19,287.0120624603174
2015-09-20,286.313231031746
2015-09-21,286.3519571031746
2015-09-22,286.01455992063484
