Date,FR10_TP,FRB0_TP,FRC1_TP,FRC2_TP,FRD1_TP,FRD2_TP,FRE1_TP,FRE2_TP,FRF1_TP,FRF2_TP,FRF3_TP,FRG0_TP,FRH0_TP,FRI1_TP,FRI2_TP,FRI3_TP,FRJ1_TP,FRJ2_TP,FRK1_TP,FRK2_TP,FRL0_TP
2015-01-22,7.44486558808333e-06,3.72981683625e-05,6.30756730208333e-05,3.40704015625e-05,7.44776380625e-07,1.23527016725e-06,3.1225896735e-06,1.25514562808333e-06,1.49389676770833e-05,9.28896523333333e-06,1.46526144416667e-05,1.62338226875e-07,3.16004709041667e-06,2.74525853333333e-05,3.011380225e-05,1.272615155e-06,2.11046974e-05,4.60084221416667e-05,0.000114461879625,6.24054116541667e-05,7.2833263110375e-05
2015-01-23,1.107173758875e-06,3.53628024966667e-06,1.63098091291667e-05,1.42810140583333e-05,8.20785953e-07,2.07681331291667e-06,4.30266661241667e-06,2.642057466e-06,3.26461375416667e-05,2.37826698125e-06,9.00869292083333e-06,1.83359712625e-07,7.89182746458333e-07,2.89891576916667e-06,1.49867649625e-05,1.259944519e-06,1.58640087829167e-05,3.405843376375e-05,3.37275566166667e-05,2.76505557916667e-05,3.67194796270833e-07
2015-01-24,0.0001587288710894,8.68959783164584e-05,0.0001320723967291,0.0001823644471833,3.693617974725e-05,0.0001422239172341,0.0002213572687141,0.0002173401714328,0.0001513014358041,0.0001755463838766,0.0001953281996475,3.35211302548333e-05,1.92414075965e-05,4.6200436985e-05,0.0001123417228387,4.86661507987917e-05,3.966070837375e-05,0.000114903063007,0.0001026691701904,8.972180825e-05,1.38332863179167e-06
2015-01-25,3.26940591491667e-06,5.29422484458333e-07,1.11153763208333e-05,2.40554312708333e-05,6.32994891916667e-07,2.81677148233333e-06,1.331190723375e-05,1.69393461043333e-05,2.76684377916667e-05,3.99334897554167e-05,6.83916231416667e-05,1.038969743875e-07,8.98153779708333e-07,1.01883418333333e-07,5.07165087e-06,2.08477355791667e-07,4.026389503625e-06,2.854856184125e-06,1.57443204703333e-05,1.9911031075e-05,3.59595611375e-06
2015-01-26,0.0001744636386458,0.0001329712200083,0.0003726570187083,0.0004211352785833,3.49160872041667e-05,4.83258127625e-05,7.343542142e-05,0.0001022904408411,0.0003872169520833,0.0003648106687083,0.0004600194910416,1.96245978258333e-05,1.93277527829167e-05,2.41651468065833e-05,0.0001721131770333,4.72397984289167e-05,4.14739917333333e-05,6.80491960416667e-05,0.0002616566322083,0.0002075097124,5.4108125225e-06
2015-01-27,9.047101142625e-06,1.15245534458333e-05,4.45405332708333e-05,0.000134630826625,1.66541685791667e-05,1.95521974066667e-05,1.898446915875e-05,1.24887203795833e-05,8.26448913333333e-05,1.87034802625e-05,3.93254238958333e-05,8.26859039291667e-06,6.42834596666667e-06,8.78198857625e-05,5.0067085125e-05,7.25715062083333e-06,4.01005583333333e-05,0.0001372669892916,8.429023675e-05,0.000108275842125,9.72378496625e-06
2015-01-28,0.0001200449383633,0.0001374056565458,0.000217782393,0.0001591370064125,7.76963644166667e-05,7.58836637633333e-05,0.0001099081118291,0.0001118910236895,0.0001578899095208,0.000237242705875,0.0002783490347583,6.14072873875e-05,6.23768767541667e-05,0.0001158222932375,0.0001950083491666,7.83234055458333e-05,3.37368762166667e-05,0.0001107202815833,0.000136528645375,6.943474865e-05,2.13284443322917e-05
2015-01-29,0.0003059702285708,0.0005124135433333,0.0006728751508333,0.0008508031891666,0.0004301292165833,0.0003986706419166,0.0003372785529583,0.0003666318930675,0.0003986035722916,0.0004431059065875,0.0004896544919125,0.0003707575960833,0.000407981769125,0.0009390446783333,0.0011871393366666,0.0006992225916666,0.00053192888925,0.0008443029429166,0.0009428985641666,0.0008769538408333,0.0005821992522083
2015-01-30,0.0001162011662723,0.0001071656658,0.0001769179457291,0.000457195304375,0.000168899536125,0.00022725514547,0.000179081543075,0.0002258922273916,0.0002437012851666,0.000170102888875,0.0002259340660833,4.84778674541667e-05,0.0001345288258333,0.0005665986883333,0.00028699578605,8.768007555e-05,0.0003503608956666,0.0007000600195833,0.0002475103640416,0.0005314528420833,0.0002468986484583
2015-01-31,0.0001338068730666,0.00010504717075,0.0002374429204166,0.0002051956733333,0.0001689285959166,0.0001634210032916,0.0001207091046154,0.000135751613625,8.5321321175e-05,0.000211119945,0.000183323523875,3.63595823333333e-05,0.0001848915030416,0.0003470523091666,0.0002175391259166,3.29066184375e-05,0.0001593654441666,0.0004481894254166,0.0001920918515,0.00015894724625,1.2486279391875e-05
2015-02-01,8.26158273625e-05,0.0001078523758916,0.000197302955625,0.0004452466141666,8.05551440416667e-05,9.60984196541667e-05,0.0001422253743958,0.0001181040065416,0.00027002430975,0.0001865375641666,0.00024408516625,4.03653910141667e-05,7.19552444291667e-05,0.0001659747641666,0.0002047360308333,2.162020581975e-05,0.0001295633102083,0.0002656298520833,0.0002282816304166,0.0003669540970833,2.43632142333333e-05
2015-02-02,3.62161375025e-05,4.68653453154167e-05,0.000101739264,0.0003033926062708,3.41026110133333e-05,1.60549762645833e-05,4.54634459958333e-06,1.22156588924167e-05,0.0002022783392166,8.95068430816666e-05,0.0001207038543079,8.01214599891667e-06,1.39923876025e-05,6.7879868375e-05,1.6540811371375e-05,2.0114571472375e-06,7.98971384958333e-06,3.50381294583333e-05,4.34360088833333e-05,0.0001368910021416,1.6697450996875e-06
2015-02-03,1.41868519170833e-05,1.89377368558333e-05,1.84938987541667e-05,3.54490663041667e-06,4.7884857e-05,1.21536133916667e-05,7.15745101708333e-06,1.14888254175833e-05,1.08877275525e-06,5.62591783451667e-06,5.70654845458333e-07,5.062166675e-05,5.15074819583333e-05,0.0002428020596041,2.38567025797917e-05,2.18290232529583e-05,0.0002292699823041,0.0002639841453333,6.21010975970833e-05,4.71542138320833e-05,0.0002832442916219
2015-02-04,1.09985837841667e-06,1.05570651911875e-05,2.89779293166667e-06,5.60373638083333e-06,4.909538925e-05,2.7091484275e-05,5.421779415125e-05,1.24204915162083e-05,5.25790451708333e-06,3.75402296654167e-06,2.940067352625e-06,4.09775329216667e-06,4.3374180325e-05,2.45520527316667e-05,4.65493651333333e-05,2.074448719e-05,9.433442875e-05,6.0695945375e-05,3.66685656e-05,8.54068040833333e-05,0.0003255433441666
2015-02-05,9.662770694e-06,1.34060791208333e-05,1.82868388333333e-05,3.76126318375e-05,0.000107478923525,3.40580899760833e-05,3.52743428095833e-05,1.74456926288333e-05,2.5762812e-05,4.58569774916667e-06,4.66489926541667e-06,1.87664767873333e-05,8.59641594291667e-05,1.59826302666667e-05,5.22486508875e-05,6.66849005541667e-06,3.67424209166667e-05,6.72664709166667e-05,5.93149292625e-05,8.91250432083333e-05,0.00018610449925
2015-02-06,3.30984754166667e-09,8.32644437758333e-06,9.98165917133333e-06,5.55087960541667e-06,4.62297805875e-07,1.21190215791667e-07,5.20476100416667e-07,9.01022355833333e-08,2.74220275666667e-06,3.35595556533333e-07,3.579658665e-07,2.03422993325e-06,1.25272385575e-06,1.70445925666667e-05,2.08672490708333e-05,1.07517588419167e-05,1.39625425958333e-05,2.96399612833333e-05,3.16597779791667e-05,7.00699320833334e-05,0.00019787362975
2015-02-07,5.12108920208333e-07,1.24849105320833e-07,0.0,5.60401975416667e-08,9.59558121458333e-07,2.05918808541667e-06,3.79207820375e-06,2.29157585354167e-06,2.74514395e-08,1.19688011666667e-06,2.26150031333333e-07,4.26318467083333e-08,3.98802081708333e-07,2.74587479458333e-07,1.0095499975e-07,0.0,1.50429646675e-06,6.35162828458333e-07,4.21062175791667e-07,3.37752759358333e-06,1.68799658709167e-05
2015-02-08,1.58092842916667e-05,1.62321873666667e-05,1.88563667861667e-05,2.51791878525e-05,5.22921194083333e-06,1.08489218070833e-05,1.97052045237917e-05,1.952117815e-05,4.42182374275e-05,2.467031859875e-05,3.5248623364e-05,3.42446641416667e-06,1.148939335525e-06,1.55050649058333e-06,2.1573408295e-05,1.02444217464583e-05,2.40830770545833e-06,4.02339101904167e-06,2.7690891493875e-05,4.81506269283333e-06,4.77437088458333e-07
2015-02-09,1.17348493504167e-06,6.97322551516667e-07,1.29196733116667e-06,5.24696440125e-07,2.17976548566667e-06,2.35566264425e-06,1.18506444166667e-06,2.65208289033333e-06,1.17394636726667e-05,7.82699413981667e-06,1.09545207515e-05,3.32090043625e-07,7.08641016166667e-07,6.58989355416667e-08,5.28694505e-08,6.88392538541667e-08,9.36564413333333e-08,2.32428541666667e-07,1.19237055666667e-07,2.83390666458333e-08,8.8953855e-08
2015-02-10,5.99192036333333e-06,2.510650193625e-06,1.33476461905833e-06,2.00129852708333e-07,7.43303129583334e-06,1.53382334083333e-05,1.79272879125e-05,1.00092031041667e-05,5.89335878916667e-06,4.05667896833333e-06,4.44922456416667e-06,3.56926841641667e-06,2.98766700208333e-06,0.0,1.35464341425e-06,9.691518075e-07,5.60839448625e-08,7.65224833333333e-10,9.07444338916667e-07,2.4431917025e-07,0.0
2015-02-11,1.68521000166667e-07,5.94182389708333e-08,1.29499679583333e-08,1.05614316666667e-09,4.01125246083333e-07,2.64494936391667e-06,3.81232630875e-06,1.02153317516667e-06,6.89587860833333e-08,4.59058712083333e-08,4.86956232916667e-08,4.0006555e-09,4.4829882125e-08,4.75501438875e-07,0.0,0.0,1.02993990395833e-06,2.3077652945625e-06,6.39119083333333e-10,5.55337166666667e-10,5.821966983333331e-09
2015-02-12,2.89187682166667e-07,7.299275834375e-07,0.0,0.0,8.29746222095833e-06,2.75614813029167e-06,4.5580678175e-06,7.463259865e-07,1.839579e-09,2.09160883333333e-08,3.68399608333333e-08,1.27573237325e-05,1.62472419030833e-05,2.17907285383333e-05,7.66254597916667e-06,1.8193319125e-05,6.17032873458333e-06,1.08983954485833e-05,4.32378754583333e-07,2.01023013333333e-08,1.99646138416667e-07
2015-02-13,0.0001133750557372,0.0001464687886495,5.23578958583333e-05,2.19359478416667e-07,0.0002084184081491,9.198485630425e-05,3.01192988291667e-05,5.43690298904167e-05,3.249483525e-07,2.32455575416667e-05,6.53590746375e-07,0.0002661276991125,0.0004518988510833,0.0001467645383203,0.0001566729298166,0.0002276786817572,5.68521205416667e-05,0.0001043052552158,9.50682598266667e-05,3.55159963125e-05,0.0002238717012083
2015-02-14,0.0003088638016666,0.0003989901141666,0.0003031113457083,0.0003218134395416,0.0003545955313429,0.0003079652712,0.0001201788463804,0.0001313193909333,0.000102406540175,0.0002136844118625,0.0001768927056666,0.0002959295185584,0.000334580342774,0.0005422986583333,0.00067514883,0.0004015788204166,0.0002312237539583,0.0004899643075,0.0004983113033333,0.0003405694225,0.0005037096720833
2015-02-15,2.22431959541667e-05,4.82338086041667e-05,0.0001922863169166,8.27843772865e-05,2.88284203633333e-06,4.33445946308333e-06,2.70109527333333e-07,8.00385000283333e-06,4.070539888375e-05,4.36208300708333e-05,2.5794130424e-05,1.08288038692083e-05,2.17911589879167e-06,0.0001542769800625,0.0001035786375125,2.61170026123333e-05,0.0003810301670833,0.000277291995875,0.0002535649835416,0.0003604720070833,0.0005178376726666
2015-02-16,6.32264107458333e-06,2.0874082925e-05,2.7947582725e-07,2.64951425e-09,0.0002360423245202,7.962734157275e-05,3.98410045333333e-06,5.24086458133333e-06,3.76119541666667e-09,1.38352880948333e-06,7.02023820125e-07,0.0003643020506159,0.0003249822828762,0.0002064663145645,1.35913120579167e-06,0.0002023322033045,1.39148363084042e-05,4.94751932212917e-05,3.81575260670833e-06,3.90019648583333e-05,0.0002896861350416
2015-02-17,1.48789267470833e-05,2.945877772375e-05,2.30689028439583e-05,4.54129385708333e-07,4.15584672475e-06,6.16497256833333e-06,5.84760185316667e-05,3.143599137875e-05,2.10514682470833e-06,1.54250976208333e-05,7.316259225e-06,7.07782701070833e-06,1.58521918416667e-07,0.0001067502626666,3.19121911591667e-05,3.96464952029167e-05,1.31242780154167e-05,0.000134960771125,2.55094195200417e-05,6.72060489791667e-06,7.7609997419375e-05
2015-02-18,7.9769533275e-07,2.44098889279167e-06,4.65679107875e-07,1.30099865625e-07,3.41180991666667e-08,6.62055242083333e-08,4.4421397e-07,5.01485030083333e-07,9.45227805e-07,1.35388399416667e-06,3.09522053758333e-06,5.19123470916667e-08,8.53913575e-09,1.05055888810125e-05,4.564121568e-06,4.79642196791667e-07,8.01818218625e-07,5.24781304699583e-06,6.546028713125e-06,6.65900544708333e-07,3.03354812810417e-06
2015-02-19,3.02779257979167e-06,1.111209734e-06,1.27522005041667e-07,2.1030590833333303e-09,0.0001228739488516,4.8782936144375e-05,1.89122726020833e-05,9.5861788225e-06,0.0,2.08258072083333e-06,3.71692444125e-07,4.24126701641667e-05,0.0001913150653978,5.27811875e-10,1.0159027083333302e-09,4.7132035705e-07,1.88189325e-09,2.1953914e-09,0.0,3.85968133333333e-09,8.064611695833331e-09
2015-02-20,0.000502095273125,0.0003704046574166,0.0001136503419177,3.13007533629167e-06,0.0005524217007083,0.0006624805669166,0.0008457612283333,0.0006633959345833,3.90915641666667e-08,0.0003138841583375,6.60326064320833e-05,0.00058518105225,0.000357151901375,0.0002919775182875,0.0002882575656875,0.0004918981403333,2.35954580949583e-05,5.54656201361458e-05,3.88806055729167e-05,1.11216294004167e-05,1.07129147401667e-05
2015-02-21,0.0002395302596458,0.0001863848254791,0.0004244113177916,0.0006656782391666,0.0001852686769583,0.0001513982357375,0.0001565487590358,0.0001907878594458,0.0003461770827208,0.0003452895902083,0.0002749687805833,8.35450547166667e-05,0.000133405404,0.0004807894373333,0.000406993250375,0.0001029219015504,0.0003664263479166,0.0005686828095833,0.0004156502398333,0.0008872764991666,0.0007532508308333
2015-02-22,5.8475988514875e-05,1.088277092125e-05,1.05369384418333e-05,7.72747348404167e-05,0.0001338520124929,0.0001470017938661,0.0001680440468402,9.61655840099583e-05,8.16448837925e-05,1.46045862066667e-05,2.03991084770833e-05,4.79122938542625e-05,0.0001383280856226,2.99008418666667e-05,9.41457291833333e-06,1.92151510170833e-06,3.43211933125e-05,6.50337982558333e-05,2.47526876819167e-05,9.49150903101251e-05,3.5202990266625e-05
2015-02-23,0.0004079818977625,0.000354269948316,0.00041582038975,0.0005035113743004,0.0003429884039791,0.0003388584417666,0.0003047597644333,0.0003686142967762,0.0003895328932725,0.000511111624125,0.000440629612875,0.0002666943653333,0.0001656305532916,0.0003726063880416,0.0004558328959583,0.0003434463696666,0.0001798485192333,0.0003754535468333,0.0002398646919583,0.000284664832815,2.17380883883333e-05
2015-02-24,5.99371505274167e-05,7.9524729261875e-05,8.82988663333333e-05,0.000105240823375,0.0001362019424412,0.0001650837962445,7.03248202416667e-05,7.34351665314583e-05,5.44221411375e-05,4.7382523073125e-05,5.5515698225e-05,3.75475341894167e-05,5.0036462125e-05,0.000320051475625,0.0002022249212083,4.08389953559167e-05,0.0001326736929583,0.0003610875004166,0.0001704499969583,0.0002142072447916,2.806425425e-05
2015-02-25,0.0002079378884133,0.00012778603342,4.79244469075e-05,1.1579889039625e-05,0.0001521574862208,0.0001720477940791,0.0001982747103395,0.0002829303830571,4.42693363058333e-06,0.0001349781667823,7.05808369689167e-05,0.0001433535510591,0.0001326649604375,0.0006062876622916,0.0001700407740846,0.0002452713089584,0.0001721800919166,0.0005593190583333,7.30864505e-05,2.06184509995833e-05,7.517003460625e-07
2015-02-26,0.0002456085802833,0.0002905126557083,0.000143064085227,2.0739041827375e-05,0.0001884788727208,0.0002451303173125,0.000322707768125,0.000333335610525,7.15664987891667e-06,0.0002139890457391,0.000135499626825,0.000213452975875,0.00018659186965,0.0005164517875,0.0004086447275416,0.000276381577,0.0002248225293333,0.0005944963270833,0.000228712238375,3.25594697541667e-05,2.591845715875e-06
2015-02-27,1.43394814908333e-05,5.35969744041666e-05,0.0002990559230679,0.0005587896847916,1.08161079746542e-05,6.87269788333333e-06,6.86937331125e-06,2.04886759177083e-05,0.0004586732179166,0.0002048452513713,0.0003822983853958,1.08092854458333e-05,3.7808163225e-05,0.0001119730774,0.0002291657205304,1.870805521125e-05,0.000355503548625,0.0003648549806041,0.0003931665819166,0.0005116271052916,0.0001335200094833
2015-02-28,2.40299863512917e-05,4.58736112983333e-05,5.61540127041667e-07,6.54674204533333e-06,0.000113216622242,0.000119572231855,1.60020529683333e-05,2.55397487723333e-05,5.82583671333333e-06,4.65268552125e-07,4.93568005541667e-07,0.0001655019982125,0.0001149894384375,8.78317387590833e-05,2.013563744675e-05,0.0001046520746921,8.80898179141667e-06,6.33396775592083e-05,4.49121451554167e-06,7.01491769558333e-06,1.99442132804167e-05
2015-03-01,0.0002232943478793,0.0002025579408333,0.000265597863,0.0002963251888875,0.0001034007305416,0.0001555833490416,0.0001975454995725,0.000233205499445,0.0002183297668,0.0002885486055416,0.0002826662701666,7.49915265208333e-05,4.9284576875e-05,0.00039800121,0.0004953005925,0.0002510769151666,0.00021417195975,0.0005011016570833,0.000296271564375,0.0002563558704583,7.44310056604167e-05
2015-03-02,0.0001906127800833,0.0001174638092125,0.0002083634355583,0.0004568842280833,0.0001624427006958,0.0001870038603583,9.79218806720834e-05,0.0001350145915505,0.000462818397575,0.000297197503966,0.0004106085230469,5.27552347720833e-05,4.21570313208333e-05,0.000220420372625,0.0002805579341916,0.0001087296732966,6.27341822916667e-05,0.0002244052189583,0.0002133475760166,0.00051330567625,0.0001744476914958
2015-03-03,9.6761568866375e-05,9.62642594291667e-05,8.96810924333333e-05,3.35363099834583e-05,8.09361999208333e-05,8.09425283070834e-05,0.0001304553828304,9.54932465246667e-05,4.80076045089167e-05,0.0001361827801204,0.0001305207092456,0.0001130488437708,0.000115231687775,0.000197738087875,0.00013049957275,9.08231054583333e-05,2.777748915e-05,0.0001259955635,7.6284387375e-05,1.79042946772917e-05,3.19529657794583e-06
2015-03-04,1.1880731236625e-05,6.38135881965e-05,0.0001144017240958,0.000230534957,3.697069665e-05,1.53589107016667e-05,2.3173125953625e-05,1.3752875397125e-05,8.57564797708333e-05,3.85223426001958e-05,4.48648076585e-05,1.9265619689875e-05,3.94728901885833e-05,0.0001873097261458,0.0001931613905,3.040845987325e-05,0.000180008940375,0.0003804508133333,0.0002598286183333,0.0002420202445416,0.0001041692047916
